assignment_index,source_inscription_id,destination_address,drop_file,drop_metadata_source,drop_title,drop_ink_status,drop_radius,drop_noise_amp,drop_c_offset_0,drop_c_offset_1,drop_m_offset_0,drop_m_offset_1,drop_y_offset_0,drop_y_offset_1,drop_k_offset_0,drop_k_offset_1
124,669ac7aac4ccb8ed98c84f8e65e66e5e07820703b7bfd0eb233bb1d4b98f3a53i6,bc1pjvaqkuxmdj8k9nptvghmfrey93nurzaurleggwtkww5ce4237vwq8jkczd,./inscribed.html,11e0ab1f653675211944593bb87d1b875050c2f328ab175595d2e7189da9b2f8i0,Triumph of Bitcoin,0,1.94,2.72e-05,-0.00133,-0.00379,0.00207,-0.00694,0.00126,-0.000912,20000,20000
125,6378411f6a331a1255b981366e60a670d2087810339addd6a4eda6ecf7cf6929i1,bc1p3pcymcnj7n5hzd7zgn6txqltut63zwc7q92ytct2mp2pn9vr588s09lqhh,./inscribed.html,11e0ab1f653675211944593bb87d1b875050c2f328ab175595d2e7189da9b2f8i0,Triumph of Bitcoin,0,2.3,2.31e-05,-0.000308,0.00249,-0.0028,-0.00633,-0.00218,-0.00176,20000,20000
126,91ad667c728609d5a0d704e3b3d25f8466533f50fcb246e6553db567ddaaf2d7i5,bc1p7mx2l7e9pclkxvuda2jaxl7qhtwtxqephuggeqxq84fvhwcjv38qp9707v,./inscribed.html,11e0ab1f653675211944593bb87d1b875050c2f328ab175595d2e7189da9b2f8i0,Triumph of Bitcoin,0,2.18,1.55e-06,0.000893,-0.000959,-0.00292,-0.00367,0.0048,-0.0032,20000,20000
127,07affe376fe82412150f85d900452659228ffd3aff15dcc48b0f02b44038c28bi4,bc1pdv7mju0877dceysqk78cu68zle7dk957fd9rlh0ptyjd78f7jv0sue8kw6,./inscribed.html,11e0ab1f653675211944593bb87d1b875050c2f328ab175595d2e7189da9b2f8i0,Triumph of Bitcoin,0,2.21,1.55e-05,0.00604,0.00438,0.00283,0.0015,0.00506,-0.0013,20000,20000
128,f11777758bd06a70729fd2b5ef39d57f25aaef6b2642038bf47f2b19b1b94480i5,bc1pcyludchdqyqpknyf858kqu76hl4u3h8ryexwyhtdzcuc24070s0sru6dmx,./inscribed.html,11e0ab1f653675211944593bb87d1b875050c2f328ab175595d2e7189da9b2f8i0,Triumph of Bitcoin,0,2.16,1.77e-05,-0.000202,-0.0014,-0.00327,-0.0023,0.00423,-0.000706,20000,20000
129,4a9390488dc2f2b66d2ca0f233c1f44388d091fac486930912e21d1e7391cf28i7,bc1pc30eprtrhhex9j78fujhnswv04snhgt769pvha7ul9cyq6qcnxrsvz5mk5,./inscribed.html,11e0ab1f653675211944593bb87d1b875050c2f328ab175595d2e7189da9b2f8i0,Triumph of Bitcoin,0,2.04,9.29e-06,-0.0018,0.000623,-0.00618,0.00176,0.00219,0.00212,20000,20000
130,f11777758bd06a70729fd2b5ef39d57f25aaef6b2642038bf47f2b19b1b94480i4,bc1py8e2dpeu3vtsktkx96cyffmujvxy0n95ck9pmnjxel6m4e03v0tswwfmz7,./inscribed.html,11e0ab1f653675211944593bb87d1b875050c2f328ab175595d2e7189da9b2f8i0,Triumph of Bitcoin,0,2.42,5.58e-06,0.00222,-0.000299,0.00528,-0.00194,0.00278,0.00197,20000,20000
131,669ac7aac4ccb8ed98c84f8e65e66e5e07820703b7bfd0eb233bb1d4b98f3a53i3,bc1pfg6phqn3a78gv3qww28344jferey6n553grj49pdjjt5tqwz9jkspjkcg2,./inscribed.html,11e0ab1f653675211944593bb87d1b875050c2f328ab175595d2e7189da9b2f8i0,Triumph of Bitcoin,0,2.41,9.47e-06,0.00121,0.00196,-0.00601,-0.000338,-0.00491,-0.00193,20000,20000
132,f8a8dd03664aa5ccb5cb47d5d34727f521eeec2dd23c5fc0f825b0dbabf42966i4,bc1pmzyy3g09lddjxx9vx8ed2yn7sgjap9uwqqaazuk68v5f9rg6wu5sh5ysr7,./inscribed.html,11e0ab1f653675211944593bb87d1b875050c2f328ab175595d2e7189da9b2f8i0,Triumph of Bitcoin,0,2.36,2.35e-05,-0.00143,-0.00189,0.00422,-0.00202,0.00173,0.00222,20000,20000
133,23ea89752e3de11dc33f6108a20cac449ca727678c793a2846aae22b8f014594i4,bc1pwcx778xa605ghvwkr2m46wynzqcf2m5h287nptggu67z2ksc68sqj2qjp3,./inscribed.html,11e0ab1f653675211944593bb87d1b875050c2f328ab175595d2e7189da9b2f8i0,Triumph of Bitcoin,0,2.18,1.53e-06,-0.00559,0.000353,0.00505,0.00255,0.00111,0.0051,20000,20000
134,21d7351a812beafaf6ca9da92c18f375d3af1c9f31c3712240da0a34d260a0efi5,bc1pqjaycjxd9fwnzu9vvf3lku0az6t6au7vg9r7r39ucphdfedxypps9sr6g5,./inscribed.html,11e0ab1f653675211944593bb87d1b875050c2f328ab175595d2e7189da9b2f8i0,Triumph of Bitcoin,0,2.07,4.18e-08,0.00421,0.000645,-0.00792,0.00495,0.0026,-0.0033,20000,20000
135,cb8ed07722a59f2686422f415b039775abef370d27c342307ba3b550d9934380i5,bc1p73rvlam9djcwl0mnqwene7r5xg6j45hfqsw65ky9vyuzr4dcguwsyzj7wa,./inscribed.html,11e0ab1f653675211944593bb87d1b875050c2f328ab175595d2e7189da9b2f8i0,Triumph of Bitcoin,3,2.43,1.21e-06,-0.00569,-0.00168,-0.00049,-0.00551,-0.00421,-0.0011,20000,20000
136,6592afd703ff8fc1e3cb50a98bfac2b05b057d6aed2e1e1cb51e7466f1e0603ci1,bc1pv2uldng3anknq8f4s8e402hz3nl8zqj74gx3khv25se8j64ru2pqs8wfvs,./inscribed.html,11e0ab1f653675211944593bb87d1b875050c2f328ab175595d2e7189da9b2f8i0,Triumph of Bitcoin,0,2.32,1.89e-06,0.000262,-0.00191,0.00201,-0.000601,-0.00228,-0.00152,20000,20000
137,e3c985f073fceb7e3ccb04bb5c94653f15b627752cfe3603f6906d98cfa74037i0,bc1pa3cna7cwrr9ng0l72r2jwrtdmuag0v2eztau0anh7e0rjq74eanqnclr2r,./inscribed.html,11e0ab1f653675211944593bb87d1b875050c2f328ab175595d2e7189da9b2f8i0,Triumph of Bitcoin,0,2.3,2.88e-05,-0.00189,-0.000401,0.00263,-0.00188,-0.000616,-0.00352,20000,20000
138,bc613ed3586d3ac3a7821191e4ea916357a6fabb04dcf6a783b9bf675f57aadai4,bc1prsqk3zn77zzn0ns7daxwrxft9a8vmghk2ruxlwxtzfhmkwjnyv4qhqkdj7,./inscribed.html,11e0ab1f653675211944593bb87d1b875050c2f328ab175595d2e7189da9b2f8i0,Triumph of Bitcoin,0,2.01,1.88e-06,-0.00663,-0.0357,0.000651,-0.00657,0.003,0.00113,20000,20000
139,db87fae07e7c84696c39fbc25a822a1f86ac228cd098305b545f939d8579b784i1,bc1pdfmqcefzn3t28lzdvv8s5kv7t25pnq49t4sqtnkyujt5kytt4njqydkqup,./inscribed.html,11e0ab1f653675211944593bb87d1b875050c2f328ab175595d2e7189da9b2f8i0,Triumph of Bitcoin,0,2.15,3.99e-06,-0.00488,-0.000123,-0.000994,-0.00381,0.000349,0.00247,20000,20000
140,db87fae07e7c84696c39fbc25a822a1f86ac228cd098305b545f939d8579b784i2,bc1p3fa7mx4f3s9yyj6fcvcurw0qlk5h4nay0f9senqetcczfzpqjr2qq7znz0,./inscribed.html,11e0ab1f653675211944593bb87d1b875050c2f328ab175595d2e7189da9b2f8i0,Triumph of Bitcoin,0,2.13,1.72e-06,0.00183,-0.000228,0.00251,-0.00199,-0.00478,-0.00279,20000,20000
141,1136309511b01a5ed3d6f5e51b3a21834a9729e2be8d2d2c4da645d8f73c6402i2,bc1plx7mqev8fyvz7kavtca48w3yqzvq3yez26s4myfv6ckgkhdvwqzq4wwpdk,./inscribed.html,11e0ab1f653675211944593bb87d1b875050c2f328ab175595d2e7189da9b2f8i0,Triumph of Bitcoin,6,2.24,1.51e-05,-0.0214,0.00104,0.00625,0.00234,0.00386,-0.00424,20000,20000
142,2fec9eb3234dc2fe225a9813056c83d927d8f4805b01867a0bc7a3ee6cd81968i5,bc1pdfun22zfw57d6pfezvk9wvcu7ugnaqx2jugqn4na4eku5cjzrnhs8nxqyl,./inscribed.html,11e0ab1f653675211944593bb87d1b875050c2f328ab175595d2e7189da9b2f8i0,Triumph of Bitcoin,0,2.26,2.59e-05,-0.00138,-0.00079,-0.000452,-0.000473,0.00089,0.00476,20000,20000
143,669ac7aac4ccb8ed98c84f8e65e66e5e07820703b7bfd0eb233bb1d4b98f3a53i2,bc1pdyhej2540wkfqy7j83ydd62xglu5445t7henp4dj0e665rex7x0qe2kmke,./inscribed.html,11e0ab1f653675211944593bb87d1b875050c2f328ab175595d2e7189da9b2f8i0,Triumph of Bitcoin,0,2.23,1.48e-05,-0.00286,-0.00268,-0.0023,0.00535,-0.00469,-0.000991,20000,20000
144,2287c5b9663d0574a814be5b27439bf7cb6c41799700d594a3125c8d03c405bei0,bc1pl37zt6kpyfunufl5tvaenuh2e3hakrehnmdr4sjldmqjmj6fp6lq3mmpm8,./inscribed.html,11e0ab1f653675211944593bb87d1b875050c2f328ab175595d2e7189da9b2f8i0,Triumph of Bitcoin,0,2.1,8.0e-06,-0.00272,0.00219,-0.00615,0.00138,0.00521,-0.00236,20000,20000
145,fd63e010579d69af0b06b727c8b296518eda002a4133397dd1fa95a696d09284i4,bc1p9uf47zq0uxgdnuljw3h3m857dxdkrkkk07rzpnvvaqgszhcrw3gslus4rp,./inscribed.html,11e0ab1f653675211944593bb87d1b875050c2f328ab175595d2e7189da9b2f8i0,Triumph of Bitcoin,0,2.07,9.98e-06,0.00575,0.00218,0.00197,-0.000812,0.000409,-0.00297,20000,20000
146,f39ef205f47c86f6101c91c798ad21362e4ef0152ed00707383e1b40e5e32effi2,bc1pfrvtm4h90urk37y6xymr6rnr26d0yppxfld6hztyqj9c5klc7wyq68w2a4,./inscribed.html,ec11a3e19cb22adf6a880c63b1daf19568cf5a6717572bfd123d91f15fe4d241i0,Triumph of Bitcoin,0,2.08,7.56e-06,0.000208,0.00115,0.00171,-0.00203,0.00202,0.00188,20000,20000
147,31ed1052e13aa78caf7965cd86e4ba10707ae070113059d97405171b92c7830ai4,bc1pe6htemyr8x8at43mpefnhl5eq2s5vpdmmatg0k90mng0267qg9as3rws05,./inscribed.html,ec11a3e19cb22adf6a880c63b1daf19568cf5a6717572bfd123d91f15fe4d241i0,Triumph of Bitcoin,0,2.08,1.05e-05,-0.00745,-0.002,-0.00227,-0.000984,0.000619,0.000184,20000,20000
148,708a8b03c48b0744a3a2e6adfe4dbfb6180bcc775e8279877b374db53403d0d5i1,bc1p3g2gnhaj7l352ree7nzucgufp0q4nkr8x47elrh9srla74rdcv5qyedh66,./inscribed.html,ec11a3e19cb22adf6a880c63b1daf19568cf5a6717572bfd123d91f15fe4d241i0,Triumph of Bitcoin,0,2.04,8.33e-07,0.00163,-0.0018,-0.00204,-0.000109,0.00398,0.000634,20000,20000
149,de138102756697f532fa87a4a4a5acd0b156f9983d2814d8bbb6038057e24a3ei7,bc1pl2ak5e8yypkrl8895p8m8pnfw42watw7lqvw0lwcftgm5h5j630qfkk5xy,./inscribed.html,ec11a3e19cb22adf6a880c63b1daf19568cf5a6717572bfd123d91f15fe4d241i0,Triumph of Bitcoin,3,2.47,6.03e-07,0.000308,0.00377,0.00059,-0.00241,0.00127,0.00103,20000,20000
150,7c6243f94b8b331e8e31de14905412ce42e7665ee3a28b6a4436535ffede9306i1,bc1pl85ak0sl8vrapv6pzjve8radjthfx6lkt0hcykdh0av9xmu6r2msncannc,./inscribed.html,ec11a3e19cb22adf6a880c63b1daf19568cf5a6717572bfd123d91f15fe4d241i0,Triumph of Bitcoin,0,2.12,9.9e-06,0.000829,-0.00333,0.00583,0.000568,-0.00172,0.00612,20000,20000
151,3de684d7eb2850100c20d0ca8c67a6b0106f996fe780b311b72ee0392f13c3a2i3,bc1py6hdm3hra8julr7wm6ef2nz5yqegxx9q3cl9d95dcnp8mg9w52hq2gd5dv,./inscribed.html,ec11a3e19cb22adf6a880c63b1daf19568cf5a6717572bfd123d91f15fe4d241i0,Triumph of Bitcoin,0,2.42,8.75e-06,-0.00273,0.00507,0.00501,0.00764,-0.00601,0.00171,20000,20000
152,31ed1052e13aa78caf7965cd86e4ba10707ae070113059d97405171b92c7830ai0,bc1peszxwt4yx7mty20a2dypz3wxt2qfm4m9mzt2cej7r8kyp6327xmshcpl4f,./inscribed.html,ec11a3e19cb22adf6a880c63b1daf19568cf5a6717572bfd123d91f15fe4d241i0,Triumph of Bitcoin,0,2.27,1.54e-06,0.00267,-0.00217,-0.00851,0.00109,-0.000525,0.0012,20000,20000
153,b912d23b99b5a9bc7021599327376e94520e0ff3b1a598cf69f86e5a845a173ai6,bc1p7rje652hsx2qm5epe63hej7t0vgxl7k08z34mt826fk62e88w3fqdedmlt,./inscribed.html,ec11a3e19cb22adf6a880c63b1daf19568cf5a6717572bfd123d91f15fe4d241i0,Triumph of Bitcoin,0,2.03,1.21e-05,-0.000368,0.00346,-0.00347,0.00216,-0.0016,0.00454,20000,20000
154,de138102756697f532fa87a4a4a5acd0b156f9983d2814d8bbb6038057e24a3ei3,bc1phu0eq92pplekcsd5cg7f2ktgz0p8k899qnakyzqlz62vpa2v9uys50gevk,./inscribed.html,ec11a3e19cb22adf6a880c63b1daf19568cf5a6717572bfd123d91f15fe4d241i0,Triumph of Bitcoin,0,2.098436,6.83e-06,-0.002545,0.038067,-0.001597,0.001971,0.002723,0.000188,20000,20000
155,f9c9d9c99d12ad183690f1d0ad18c811ff4e1d7b028449bcf0fa5f8f16ac4d67i3,bc1ppc54d2dru80awp03383p0nnrr5hu5ye9qtdh2xhtw57wpj7j4g6s9393k2,./inscribed.html,ec11a3e19cb22adf6a880c63b1daf19568cf5a6717572bfd123d91f15fe4d241i0,Triumph of Bitcoin,0,2.13,3.82e-06,-0.00159,-0.00522,-0.00491,0.00449,-0.0017,-0.000413,20000,20000
156,a4cc188b6227bc9bfe040ed1902c9cf8192c9ddc29d29113ca600e3b280bf608i4,bc1ps8ydawnayjxjuldra3rk4ps5gqk4wzplnzdmt8g536h4jc690d7stysvl7,./inscribed.html,ec11a3e19cb22adf6a880c63b1daf19568cf5a6717572bfd123d91f15fe4d241i0,Triumph of Bitcoin,0,2.07,2.36e-05,-0.00634,-0.00181,-0.00506,0.0069,0.00569,-0.00163,20000,20000
157,e3c985f073fceb7e3ccb04bb5c94653f15b627752cfe3603f6906d98cfa74037i5,bc1p9ys6u7rxd7v5xy43ylgsyyj2d3hte4v4j977x2z0lerp6ahy4rmqfshueh,./inscribed.html,ec11a3e19cb22adf6a880c63b1daf19568cf5a6717572bfd123d91f15fe4d241i0,Triumph of Bitcoin,1,2.05,7.21e-06,0.00199,0.00125,0.0207,-0.00802,0.00111,-0.00309,20000,20000
158,07affe376fe82412150f85d900452659228ffd3aff15dcc48b0f02b44038c28bi7,bc1puuv88vp73f9eehwtt3sfnkhtaey6fpvwad5kt0ywkwle3dsw52es0xyv7u,./inscribed.html,ec11a3e19cb22adf6a880c63b1daf19568cf5a6717572bfd123d91f15fe4d241i0,Triumph of Bitcoin,0,2.16,8.63e-06,0.00313,0.00109,-0.00164,0.00091,0.00117,-0.00138,20000,20000
159,db87fae07e7c84696c39fbc25a822a1f86ac228cd098305b545f939d8579b784i7,bc1pz20ragj9jvqaryj83qurmyysm42kuxk0z0c5jlrevmlga7583aksrcku6k,./inscribed.html,ec11a3e19cb22adf6a880c63b1daf19568cf5a6717572bfd123d91f15fe4d241i0,Triumph of Bitcoin,0,2.18,5.3e-06,-0.00331,-0.00112,0.00578,-0.00421,0.00129,0.000378,20000,20000
160,23ea89752e3de11dc33f6108a20cac449ca727678c793a2846aae22b8f014594i2,bc1p0l07pa9647cne2cfkqxv370qanzw836qzet4ce4l3x369wf3eq9sn86ql3,./inscribed.html,ec11a3e19cb22adf6a880c63b1daf19568cf5a6717572bfd123d91f15fe4d241i0,Triumph of Bitcoin,0,2.23,8.64e-06,-0.000687,-0.00023,-0.00377,-0.00175,0.00209,-0.000951,20000,20000
161,7c6243f94b8b331e8e31de14905412ce42e7665ee3a28b6a4436535ffede9306i4,bc1pl85ak0sl8vrapv6pzjve8radjthfx6lkt0hcykdh0av9xmu6r2msncannc,./inscribed.html,ec11a3e19cb22adf6a880c63b1daf19568cf5a6717572bfd123d91f15fe4d241i0,Triumph of Bitcoin,0,2.31,6.82e-06,-0.00507,0.000368,-0.00402,0.00211,0.00415,-0.00257,20000,20000
162,dc54de78c9de4f9e4f72cb07b3edebea23ae62d8678f7cb0aa9346d0e7a6c287i1,bc1pvutk2h95fv7vgtmgt4gsp5vcm92ae0tvsh0krxssetw45xvpas8q5u2cfn,./inscribed.html,ec11a3e19cb22adf6a880c63b1daf19568cf5a6717572bfd123d91f15fe4d241i0,Triumph of Bitcoin,0,2.12,0.000151,0.00515,-0.000952,-0.00464,0.00731,-0.00243,0.00455,20000,20000
163,07d3229fb454ff55117c675d6a0571f2e61ec2ff1deebc769e5b19aebdf0377ei0,bc1pcj88m90u3cq7mrgexz6n9ts37qhzdg5t8jsrdlhuuyjd4yrtqcnsyez6q6,./inscribed.html,ec11a3e19cb22adf6a880c63b1daf19568cf5a6717572bfd123d91f15fe4d241i0,Triumph of Bitcoin,0,1.98,3.63e-06,0.00133,5.14e-05,-0.000946,0.000829,0.00395,0.0047,20000,20000
164,3de684d7eb2850100c20d0ca8c67a6b0106f996fe780b311b72ee0392f13c3a2i4,bc1p9n0d5e2wytdge08cfp8dkpfgl7yrma3md69uzfqezcgwxcgt72esj9gtgm,./inscribed.html,ec11a3e19cb22adf6a880c63b1daf19568cf5a6717572bfd123d91f15fe4d241i0,Triumph of Bitcoin,0,2.41,1.36e-05,-0.0034,0.00053,-0.000152,0.00842,0.00402,0.00282,20000,20000
165,f8a8dd03664aa5ccb5cb47d5d34727f521eeec2dd23c5fc0f825b0dbabf42966i0,bc1pl2ak5e8yypkrl8895p8m8pnfw42watw7lqvw0lwcftgm5h5j630qfkk5xy,./inscribed.html,ec11a3e19cb22adf6a880c63b1daf19568cf5a6717572bfd123d91f15fe4d241i0,Triumph of Bitcoin,0,2.08,3.63e-06,0.00481,-0.00567,0.00132,0.00137,-0.000733,-0.00468,20000,20000
166,6378411f6a331a1255b981366e60a670d2087810339addd6a4eda6ecf7cf6929i2,bc1p7mx2l7e9pclkxvuda2jaxl7qhtwtxqephuggeqxq84fvhwcjv38qp9707v,./inscribed.html,ec11a3e19cb22adf6a880c63b1daf19568cf5a6717572bfd123d91f15fe4d241i0,Triumph of Bitcoin,0,1.89,2.44e-05,0.00156,-0.000511,-0.00393,0.00321,0.002,-0.000856,20000,20000
167,31ed1052e13aa78caf7965cd86e4ba10707ae070113059d97405171b92c7830ai2,bc1pvq34zt0af76ym3mljamyagdfsyr9n6yfgpj6xqcv57064p3tvvuqf43ptr,./inscribed.html,ec11a3e19cb22adf6a880c63b1daf19568cf5a6717572bfd123d91f15fe4d241i0,Triumph of Bitcoin,0,2.26,4.6e-06,0.000769,-0.00357,0.00747,0.00188,-0.00181,0.00214,20000,20000
168,da47dec3809476874fa1887bbaa9d1a719a9aa70ddc238f233ed6d0e761eff69i2,bc1pquuexdwk9gfkdexvyjvh6ar88ljpp59qjyhzqm7fxwlvdr9w8atsfrjkxh,./inscribed.html,ec11a3e19cb22adf6a880c63b1daf19568cf5a6717572bfd123d91f15fe4d241i0,Triumph of Bitcoin,0,2.07,2.91e-05,-0.00213,-0.00338,-0.00682,-0.013,0.00131,0.00187,20000,20000
169,756a29f961060c29e2b6b1f7bc2f1e96586f41a81d122acbe7f9ac48c7b6645di4,bc1p9lrphpr2k7ht7xxhtcj6ywkfst876chnycpyfn3whrmtga0wlcaspwua9r,./inscribed.html,ec11a3e19cb22adf6a880c63b1daf19568cf5a6717572bfd123d91f15fe4d241i0,Triumph of Bitcoin,0,2.23,9.07e-06,0.00147,-0.00271,-0.00126,0.00328,0.00298,-0.00359,20000,20000
170,dc54de78c9de4f9e4f72cb07b3edebea23ae62d8678f7cb0aa9346d0e7a6c287i4,bc1pj05p5rr3gqnf0jlwpcg0raqqh95dplxf9ard5kfsytlgfmnqwhwq5qkxam,./inscribed.html,ba4b86348a6e7bad9deeb21752cf790694355b639650c679ce5b1c61feeab004i0,Triumph of Bitcoin,0,2.06,3.03e-06,-0.00206,-0.00334,0.000397,-0.000299,0.00797,0.000202,20000,20000
171,07824ea577a544e7d5e0a83e8995dcb09ecd18fba1f5cc41fa323850762730c1i4,bc1pqan6l8pfktqjtajge7vtzy3e0vqlwgt0qqh2fltzg5rc88t4xgxqxt9f4e,./inscribed.html,ba4b86348a6e7bad9deeb21752cf790694355b639650c679ce5b1c61feeab004i0,Triumph of Bitcoin,0,2.08,6.55e-06,0.000114,-0.00322,-0.000867,0.00831,0.00228,-0.00155,20000,20000
172,7c6243f94b8b331e8e31de14905412ce42e7665ee3a28b6a4436535ffede9306i5,bc1pl85ak0sl8vrapv6pzjve8radjthfx6lkt0hcykdh0av9xmu6r2msncannc,./inscribed.html,ba4b86348a6e7bad9deeb21752cf790694355b639650c679ce5b1c61feeab004i0,Triumph of Bitcoin,0,2.12,2.44e-05,0.00125,0.00239,-0.0045,-0.000676,0.00017,-0.0056,20000,20000
173,91ad667c728609d5a0d704e3b3d25f8466533f50fcb246e6553db567ddaaf2d7i6,bc1ppj9fafqqxd5g3n7xhms2c4y6apg957f25chyfd4ena23d4fl4qms04p75c,./inscribed.html,ba4b86348a6e7bad9deeb21752cf790694355b639650c679ce5b1c61feeab004i0,Triumph of Bitcoin,0,2.42,9.38e-06,0.000181,-0.00135,-0.00154,0.00383,-0.00313,-0.000289,20000,20000
174,31ed1052e13aa78caf7965cd86e4ba10707ae070113059d97405171b92c7830ai3,bc1p50r779pxjcq4j23k57kur6ruqm5dvf327ept9w8eahh90h4jskwqn8d8gn,./inscribed.html,ba4b86348a6e7bad9deeb21752cf790694355b639650c679ce5b1c61feeab004i0,Triumph of Bitcoin,0,2.21,3.86e-06,-0.00206,-0.00312,0.000687,-0.00229,-0.000353,0.00435,20000,20000
175,6592afd703ff8fc1e3cb50a98bfac2b05b057d6aed2e1e1cb51e7466f1e0603ci0,bc1pcp0hg7gfn5sy5emmvdn5h0fzj0579v3jd0uhnryce5f4cnu4663qdg0ceg,./inscribed.html,ba4b86348a6e7bad9deeb21752cf790694355b639650c679ce5b1c61feeab004i0,Triumph of Bitcoin,0,2.32,1.13e-05,-0.000609,0.00123,0.00245,-0.00562,0.00349,-0.000937,20000,20000
176,6592afd703ff8fc1e3cb50a98bfac2b05b057d6aed2e1e1cb51e7466f1e0603ci5,bc1pu9ux2ct3hkm82thft9nujs8hyphh2gcym4cxfwxjxkuhvu62gnmq22klku,./inscribed.html,ba4b86348a6e7bad9deeb21752cf790694355b639650c679ce5b1c61feeab004i0,Triumph of Bitcoin,0,2.29,8.86e-06,0.00252,-0.00323,0.00162,0.000987,-0.000168,0.000819,20000,20000
177,23ea89752e3de11dc33f6108a20cac449ca727678c793a2846aae22b8f014594i1,bc1pu2l3rgjhu9ltdutzca8rtcxcqunp74f6zp8w0hzqskd3eqxmnk2szdym4r,./inscribed.html,ba4b86348a6e7bad9deeb21752cf790694355b639650c679ce5b1c61feeab004i0,Triumph of Bitcoin,0,2.17,2.21e-06,-0.00086,-0.00296,-0.00305,0.00153,-0.00145,-0.00156,20000,20000
178,dc54de78c9de4f9e4f72cb07b3edebea23ae62d8678f7cb0aa9346d0e7a6c287i3,bc1prkyen9p8wr4tyrw7xp6de2sed2hxhy7msekhfhhf4h3fhk2azqhqj39j0a,./inscribed.html,ba4b86348a6e7bad9deeb21752cf790694355b639650c679ce5b1c61feeab004i0,Triumph of Bitcoin,0,2.13,1.3e-06,-0.000989,0.00266,-0.00502,0.00527,-0.000301,-0.00433,20000,20000
179,de138102756697f532fa87a4a4a5acd0b156f9983d2814d8bbb6038057e24a3ei4,bc1plx7mqev8fyvz7kavtca48w3yqzvq3yez26s4myfv6ckgkhdvwqzq4wwpdk,./inscribed.html,ba4b86348a6e7bad9deeb21752cf790694355b639650c679ce5b1c61feeab004i0,Triumph of Bitcoin,0,2.11,2.38e-05,-0.000301,0.000871,-0.00117,0.00534,-0.000649,0.00515,20000,20000
180,dc54de78c9de4f9e4f72cb07b3edebea23ae62d8678f7cb0aa9346d0e7a6c287i7,bc1pqntg3dugammvnlmz94hwxnqzk2vwdrt2n8qmtxwp382gh3ekrheqp6de4x,./inscribed.html,ba4b86348a6e7bad9deeb21752cf790694355b639650c679ce5b1c61feeab004i0,Triumph of Bitcoin,0,2.46,1.9e-05,-0.00571,-0.00132,-0.00165,-0.00482,-0.00169,-0.000741,20000,20000
181,4a9390488dc2f2b66d2ca0f233c1f44388d091fac486930912e21d1e7391cf28i5,bc1pu9ux2ct3hkm82thft9nujs8hyphh2gcym4cxfwxjxkuhvu62gnmq22klku,./inscribed.html,ba4b86348a6e7bad9deeb21752cf790694355b639650c679ce5b1c61feeab004i0,Triumph of Bitcoin,0,2.18,1.92e-05,-0.000345,0.00222,-0.00154,0.00221,0.000934,0.000477,20000,20000
182,e5aa1afd092a3509fed55d83214bedc3019d3f791aef31a5b43abf1cc6049202i6,bc1p4wp2a82gr67mcxhjjjj2cadq4fw8kgl03levnyxuun7zeqwh3ggqhnezzn,./inscribed.html,ba4b86348a6e7bad9deeb21752cf790694355b639650c679ce5b1c61feeab004i0,Triumph of Bitcoin,0,2.25,3.23e-05,-0.00161,-0.00304,-0.00223,0.0021,-0.00285,-0.00327,20000,20000
183,25be91d610d3ca612eafe2d2b7cb811ae16cc3bc8454c76bd8b6d15bb51cb38ci3,bc1prsqk3zn77zzn0ns7daxwrxft9a8vmghk2ruxlwxtzfhmkwjnyv4qhqkdj7,./inscribed.html,ba4b86348a6e7bad9deeb21752cf790694355b639650c679ce5b1c61feeab004i0,Triumph of Bitcoin,0,2.44,3.47e-06,0.00115,0.00225,0.00224,-0.00444,0.000334,-0.00159,20000,20000
184,708a8b03c48b0744a3a2e6adfe4dbfb6180bcc775e8279877b374db53403d0d5i3,bc1pjvaqkuxmdj8k9nptvghmfrey93nurzaurleggwtkww5ce4237vwq8jkczd,./inscribed.html,ba4b86348a6e7bad9deeb21752cf790694355b639650c679ce5b1c61feeab004i0,Triumph of Bitcoin,0,2.12,7.29e-05,-0.00229,-0.000357,0.00102,-0.00077,-0.00308,0.00372,20000,20000
185,756a29f961060c29e2b6b1f7bc2f1e96586f41a81d122acbe7f9ac48c7b6645di7,bc1p3fa7mx4f3s9yyj6fcvcurw0qlk5h4nay0f9senqetcczfzpqjr2qq7znz0,./inscribed.html,ba4b86348a6e7bad9deeb21752cf790694355b639650c679ce5b1c61feeab004i0,Triumph of Bitcoin,0,2.22,3.12e-06,0.0023,-0.00178,-0.00225,0.00621,-0.00412,0.00409,20000,20000
186,11e236a83e9a29799629fa34c2a34c4a8577bc4a2d3727761bcd596742d08964i5,bc1plx7mqev8fyvz7kavtca48w3yqzvq3yez26s4myfv6ckgkhdvwqzq4wwpdk,./inscribed.html,ba4b86348a6e7bad9deeb21752cf790694355b639650c679ce5b1c61feeab004i0,Triumph of Bitcoin,0,2.31,2.28e-05,-0.000162,-0.00493,0.00278,-0.00113,0.00264,0.00156,20000,20000
187,25be91d610d3ca612eafe2d2b7cb811ae16cc3bc8454c76bd8b6d15bb51cb38ci5,bc1pdpatuq46dj9crqsrkzgunej2uema2duffsn5exku6z9zlqk989lqxs44ad,./inscribed.html,ba4b86348a6e7bad9deeb21752cf790694355b639650c679ce5b1c61feeab004i0,Triumph of Bitcoin,0,2.24,9.67e-06,-0.000753,0.00266,-0.00726,0.0125,0.000642,-0.00161,20000,20000
